"date","max_temperature_f","mean_temperature_f","min_temperature_f","max_visibility_miles","mean_visibility_miles","min_visibility_miles","max_wind_Speed_mph","mean_wind_speed_mph","max_gust_speed_mph","precipitation_inches","cloud_cover","events","zip_code","city"
"10/2/2014",87,70,52,10,10,9,14,6,18,"0",0,"",94107,"San Francisco"
"10/3/2014",89,72,55,10,10,10,15,5,20,"0",0,"",94107,"San Francisco"
"10/4/2014",92,74,55,10,10,10,14,4,17,"0",1,"",94107,"San Francisco"
"10/5/2014",88,71,53,10,10,10,15,5,35,"0",1,"",94107,"San Francisco"
"10/6/2014",83,68,52,10,10,7,15,6,62,"0",1,"Fog",94107,"San Francisco"
"10/7/2014",73,62,51,10,9,2,18,7,21,"0",2,"Fog",94107,"San Francisco"
"10/8/2014",75,64,52,10,9,7,16,5,17,"0",1,"",94107,"San Francisco"
"10/9/2014",66,62,57,10,10,10,17,9,20,"0",4,"",94107,"San Francisco"
"10/10/2014",66,61,56,10,10,10,18,9,28,"0",6,"",94107,"San Francisco"
"10/11/2014",73,64,55,10,10,9,13,6,15,"0",4,"",94107,"San Francisco"
"10/12/2014",86,69,51,10,10,10,13,4,18,"0",0,"",94107,"San Francisco"
"10/13/2014",83,67,50,10,10,8,17,6,33,"0",1,"",94107,"San Francisco"
"10/14/2014",72,65,58,10,10,8,26,9,32,"0",6,"",94107,"San Francisco"
"10/15/2014",71,63,54,10,10,9,21,8,28,"T",6,"Rain",94107,"San Francisco"
"10/16/2014",71,61,51,10,10,10,18,6,22,"0",5,"",94107,"San Francisco"
"10/17/2014",73,62,51,10,10,10,12,4,17,"0",5,"",94107,"San Francisco"
"10/18/2014",75,65,54,10,10,10,17,6,28,"0",2,"",94107,"San Francisco"
"10/19/2014",71,63,55,10,10,9,20,7,22,"0",3,"",94107,"San Francisco"
"10/20/2014",70,62,54,10,9,2,18,9,22,"0.01",5,"Rain",94107,"San Francisco"
"10/21/2014",70,60,49,10,10,10,20,7,36,"0",1,"",94107,"San Francisco"
"10/22/2014",71,60,49,10,10,10,15,5,17,"0",4,"",94107,"San Francisco"
"10/23/2014",72,64,55,10,10,10,14,4,15,"0.01",5,"Fog",94107,"San Francisco"
"10/24/2014",71,64,56,10,10,10,18,9,26,"0",2,"",94107,"San Francisco"
"10/25/2014",70,65,60,10,10,4,25,13,30,"0.23",6,"Rain",94107,"San Francisco"
"10/26/2014",69,60,50,10,10,10,18,7,21,"0",1,"",94107,"San Francisco"
"10/27/2014",67,57,47,10,10,10,12,4,14,"0",2,"",94107,"San Francisco"
"10/28/2014",71,60,48,10,10,10,15,6,17,"0",1,"Fog",94107,"San Francisco"
"10/29/2014",77,64,50,10,10,10,15,4,17,"0",1,"",94107,"San Francisco"
"10/30/2014",71,63,54,10,10,10,16,6,26,"0",5,"",94107,"San Francisco"
"10/31/2014",64,61,57,10,8,2,18,8,24,"0.32",8,"Rain",94107,"San Francisco"
"11/1/2014",64,56,48,10,10,10,22,9,24,"0",4,"",94107,"San Francisco"
"11/2/2014",66,55,44,10,10,10,21,4,24,"0",1,"",94107,"San Francisco"
"11/3/2014",66,55,44,10,10,10,15,5,16,"0",4,"",94107,"San Francisco"
"11/4/2014",69,58,46,10,10,7,12,4,14,"0",2,"Fog",94107,"San Francisco"
"11/5/2014",72,60,48,10,10,10,7,3,8,"0",2,"",94107,"San Francisco"
"11/6/2014",72,61,50,10,10,7,13,4,15,"0",3,"",94107,"San Francisco"
"11/7/2014",70,60,50,10,5,0,13,4,15,"0.01",3,"Fog",94107,"San Francisco"
"11/8/2014",72,61,50,10,7,0,8,2,20,"0",3,"Fog",94107,"San Francisco"
"11/9/2014",70,59,48,10,10,6,15,4,17,"0",1,"Fog",94107,"San Francisco"
"11/10/2014",65,56,47,10,5,0,16,5,18,"0.01",3,"Fog",94107,"San Francisco"
"11/11/2014",66,62,58,10,10,10,15,9,21,"0",7,"",94107,"San Francisco"
"11/12/2014",66,61,56,10,10,4,10,4,16,"0.11",7,"Rain",94107,"San Francisco"
"11/13/2014",64,60,55,10,7,1,17,7,22,"0.2",7,"Rain",94107,"San Francisco"
"11/14/2014",65,57,49,10,9,4,16,6,20,"0",4,"Fog",94107,"San Francisco"
"11/15/2014",64,55,46,10,10,10,8,3,13,"0",2,"",94107,"San Francisco"
"11/16/2014",65,56,47,10,10,10,15,5,28,"0",4,"",94107,"San Francisco"
"11/17/2014",67,57,47,10,10,10,16,6,22,"0",4,"",94107,"San Francisco"
"11/18/2014",62,54,46,10,10,9,13,5,20,"0",7,"",94107,"San Francisco"
"11/19/2014",61,57,52,10,8,2,22,6,25,"0.15",8,"Rain",94107,"San Francisco"
"11/20/2014",59,55,51,10,5,0,15,4,21,"0.66",7,"Fog-Rain",94107,"San Francisco"
"11/21/2014",61,56,51,10,9,6,9,4,31,"0",7,"",94107,"San Francisco"
"11/22/2014",65,59,53,10,7,1,20,10,23,"0.26",6,"Rain",94107,"San Francisco"
"11/23/2014",62,52,42,10,10,10,8,2,18,"0",3,"",94107,"San Francisco"
"11/24/2014",62,51,40,10,10,10,7,2,21,"0",1,"",94107,"San Francisco"
"11/25/2014",73,57,41,10,10,8,13,4,15,"0",1,"",94107,"San Francisco"
"11/26/2014",65,55,45,10,9,6,10,3,37,"0",2,"",94107,"San Francisco"
"11/27/2014",65,54,42,9,6,0,12,2,28,"0",3,"Fog",94107,"San Francisco"
"11/28/2014",62,52,42,10,6,1,13,6,17,"T",5,"Fog-Rain",94107,"San Francisco"
"11/29/2014",64,59,54,10,10,6,14,7,18,"0.08",7,"Rain",94107,"San Francisco"
"11/30/2014",60,56,52,10,9,4,16,4,31,"0.32",7,"Rain",94107,"San Francisco"
"12/1/2014",66,60,53,10,10,7,15,4,17,"T",6,"Rain",94107,"San Francisco"
"12/2/2014",61,58,54,10,8,2,21,9,25,"1.18",8,"Rain",94107,"San Francisco"
"12/3/2014",64,61,58,10,7,2,35,12,41,"1.43",7,"Rain",94107,"San Francisco"
"12/4/2014",65,60,55,10,8,0,14,5,20,"0.01",6,"Fog-Rain",94107,"San Francisco"
"12/5/2014",67,60,53,10,9,3,23,8,28,"0.1",7,"Rain",94107,"San Francisco"
"12/6/2014",66,62,57,10,10,7,16,6,20,"0.11",7,"Fog-Rain",94107,"San Francisco"
"12/7/2014",64,58,52,10,8,4,12,3,21,"0.01",6,"Fog",94107,"San Francisco"
"12/8/2014",68,60,51,10,10,10,9,4,12,"0",6,"",94107,"San Francisco"
"12/9/2014",65,59,53,10,8,4,12,2,31,"0",7,"Fog",94107,"San Francisco"
"12/10/2014",64,59,54,10,6,0,32,10,39,"T",8,"Fog-Rain",94107,"San Francisco"
"12/11/2014",64,57,50,10,6,1,36,14,45,"3.12",8,"Rain",94107,"San Francisco"
"12/12/2014",56,53,49,10,9,4,9,3,10,"0.48",7,"Rain",94107,"San Francisco"
"12/13/2014",57,52,46,10,10,7,8,3,25,"0",4,"",94107,"San Francisco"
"12/14/2014",61,54,47,10,10,7,14,6,16,"0.19",7,"Rain",94107,"San Francisco"
"12/15/2014",56,53,49,10,8,2,23,14,31,"1.09",8,"Rain",94107,"San Francisco"
"12/16/2014",61,56,50,10,9,2,21,11,24,"0.65",7,"Rain",94107,"San Francisco"
"12/17/2014",59,54,49,10,10,6,17,8,22,"0.13",7,"Rain",94107,"San Francisco"
"12/18/2014",61,56,51,10,10,8,13,6,15,"T",7,"Rain",94107,"San Francisco"
"12/19/2014",57,56,54,10,8,1,23,12,30,"0.25",8,"Rain",94107,"San Francisco"
"12/20/2014",60,57,54,10,7,2,13,4,16,"T",7,"Rain",94107,"San Francisco"
"12/21/2014",64,60,55,10,6,0,13,6,24,"0.09",6,"Fog-Rain",94107,"San Francisco"
"12/22/2014",63,57,51,10,4,0,8,3,24,"0",4,"Fog",94107,"San Francisco"
"12/23/2014",65,56,47,10,9,6,9,3,14,"0",0,"Fog",94107,"San Francisco"
"12/24/2014",61,55,48,10,7,0,28,11,33,"0.02",6,"Fog-Rain",94107,"San Francisco"
"12/25/2014",59,52,45,10,10,10,20,10,26,"0",0,"",94107,"San Francisco"
"12/26/2014",60,50,39,10,10,10,17,7,23,"0",0,"",94107,"San Francisco"
"12/27/2014",55,47,38,10,10,10,12,5,13,"0",3,"",94107,"San Francisco"
"12/28/2014",55,47,39,10,10,9,10,4,14,"0",3,"",94107,"San Francisco"
"12/29/2014",55,49,42,10,10,7,13,3,16,"0",4,"Fog",94107,"San Francisco"
"12/30/2014",55,47,38,10,10,10,41,17,53,"0",0,"",94107,"San Francisco"
"12/31/2014",59,48,36,10,10,10,21,7,28,"0",1,"",94107,"San Francisco"
"9/1/2014",89,74,60,10,10,10,12,2,,"0",0,"",94063,"Redwood City"
"9/2/2014",77,68,60,10,10,6,10,3,,"0",1,"",94063,"Redwood City"
"9/3/2014",77,70,62,10,10,10,13,4,,"0",5,"",94063,"Redwood City"
"9/4/2014",75,68,62,10,10,6,13,4,,"0",4,"",94063,"Redwood City"
"9/5/2014",73,68,59,10,10,10,14,4,,"0",5,"",94063,"Redwood City"
"9/6/2014",73,66,59,10,10,10,12,4,,"0",6,"",94063,"Redwood City"
"9/7/2014",73,65,57,10,10,10,14,6,,"0",5,"",94063,"Redwood City"
"9/8/2014",68,62,57,10,10,10,16,8,20,"0",5,"",94063,"Redwood City"
"9/9/2014",73,65,57,10,10,10,12,3,,"0",4,"",94063,"Redwood City"
"9/10/2014",84,70,55,10,9,5,118,3,,"0",2,"",94063,"Redwood City"
"9/11/2014",82,70,57,10,10,6,12,5,,"0",0,"",94063,"Redwood City"
"9/12/2014",78,68,59,10,10,8,10,2,,"0",0,"",94063,"Redwood City"
"9/13/2014",77,68,59,10,10,10,9,3,,"0",2,"",94063,"Redwood City"
"9/14/2014",75,67,59,10,10,10,12,3,,"0",2,"",94063,"Redwood City"
"9/15/2014",78,68,59,10,10,10,14,3,17,"0",0,"",94063,"Redwood City"
"9/16/2014",80,68,57,10,10,10,13,3,,"0",1,"",94063,"Redwood City"
"9/17/2014",84,72,60,10,10,9,17,4,22,"0",3,"",94063,"Redwood City"
"9/18/2014",77,70,64,10,10,7,15,7,21,"0",5,"",94063,"Redwood City"
"9/19/2014",77,68,59,10,10,7,17,3,,"0",3,"",94063,"Redwood City"
"9/20/2014",73,68,62,10,10,10,13,2,,"0",5,"",94063,"Redwood City"
"9/21/2014",73,68,62,10,10,10,16,7,23,"0",4,"",94063,"Redwood City"
"9/22/2014",75,68,62,10,10,10,14,5,18,"0",4,"",94063,"Redwood City"
"9/23/2014",78,68,59,10,10,10,14,4,,"0",4,"",94063,"Redwood City"
"9/24/2014",75,70,64,10,10,4,17,5,23,"0",7,"",94063,"Redwood City"
"9/25/2014",71,65,59,10,8,2,15,7,,"0.4",5,"Rain",94063,"Redwood City"
"9/26/2014",71,65,59,10,10,10,18,4,24,"0",2,"",94063,"Redwood City"
"9/27/2014",71,66,62,10,10,10,15,8,23,"0",5,"",94063,"Redwood City"
"9/28/2014",73,65,57,10,10,10,13,3,18,"0",3,"",94063,"Redwood City"
"9/29/2014",73,65,57,10,10,7,14,3,,"0",2,"",94063,"Redwood City"
"9/30/2014",77,67,57,10,10,10,9,3,,"0",1,"",94063,"Redwood City"
"10/1/2014",84,70,57,10,10,10,14,2,,"0",0,"",94063,"Redwood City"
"10/2/2014",89,72,55,10,10,10,6,1,,"0",0,"",94063,"Redwood City"
"10/3/2014",93,76,60,10,10,10,8,1,,"0",0,"",94063,"Redwood City"
"10/4/2014",91,76,60,10,10,10,10,1,,"0",0,"",94063,"Redwood City"
"10/5/2014",89,74,59,10,10,10,8,1,,"0",0,"",94063,"Redwood City"
"10/6/2014",82,70,57,10,10,10,8,3,,"0",0,"",94063,"Redwood City"
"10/7/2014",75,65,55,10,10,7,9,2,,"0",1,"",94063,"Redwood City"
"10/8/2014",84,70,57,10,10,5,9,1,,"0",1,"",94063,"Redwood City"
"10/9/2014",71,64,57,10,10,8,10,2,,"0",1,"",94063,"Redwood City"
"10/10/2014",69,63,57,10,10,10,9,5,,"0",4,"",94063,"Redwood City"
"10/11/2014",75,64,53,10,10,6,10,3,,"0",2,"",94063,"Redwood City"
"10/12/2014",89,73,57,10,10,10,7,1,,"0",1,"",94063,"Redwood City"
"10/13/2014",84,70,57,10,10,10,13,1,,"0",0,"",94063,"Redwood City"
"10/14/2014",69,64,59,10,9,5,17,4,28,"0",6,"",94063,"Redwood City"
"10/15/2014",71,66,59,10,10,5,14,6,23,"0",5,"",94063,"Redwood City"
"10/16/2014",71,63,55,10,10,10,13,2,18,"0",2,"",94063,"Redwood City"
"10/17/2014",73,63,53,10,10,10,9,2,,"0",3,"",94063,"Redwood City"
"10/18/2014",77,68,59,10,10,10,12,2,,"0",2,"",94063,"Redwood City"
"10/19/2014",73,65,57,10,10,10,15,2,17,"0",1,"",94063,"Redwood City"
"10/20/2014",68,62,57,10,10,4,13,3,17,"0",4,"",94063,"Redwood City"
"10/21/2014",69,61,53,10,10,8,15,4,18,"0",1,"",94063,"Redwood City"
"10/22/2014",73,63,53,10,10,10,12,2,,"0",2,"",94063,"Redwood City"
"10/23/2014",73,65,57,10,10,10,9,1,,"0",2,"",94063,"Redwood City"
"10/24/2014",71,64,57,10,10,10,14,4,20,"0",1,"",94063,"Redwood City"
"10/25/2014",69,64,59,10,9,2,18,10,24,"0.09",6,"Rain",94063,"Redwood City"
"10/26/2014",66,60,53,10,10,10,16,4,21,"0",2,"",94063,"Redwood City"
"10/27/2014",68,59,50,10,10,10,10,2,,"0",1,"",94063,"Redwood City"
"10/28/2014",73,62,50,10,10,10,10,1,,"0",0,"",94063,"Redwood City"
"10/29/2014",78,66,53,10,10,10,6,1,,"0",2,"",94063,"Redwood City"
"10/30/2014",73,65,57,10,10,10,12,2,,"0",2,"",94063,"Redwood City"
"10/31/2014",62,60,57,10,9,1,12,4,16,"0",5,"Rain",94063,"Redwood City"
"11/1/2014",62,58,53,10,10,10,14,4,20,"0",3,"",94063,"Redwood City"
"11/2/2014",66,57,48,10,10,10,13,3,,"0",0,"",94063,"Redwood City"
"11/3/2014",66,56,46,10,10,10,9,1,,"0",1,"",94063,"Redwood City"
"11/4/2014",71,60,48,10,10,10,8,1,,"0",1,"",94063,"Redwood City"
"11/5/2014",75,63,51,10,10,10,6,1,,"0",1,"",94063,"Redwood City"
"11/6/2014",73,63,53,10,9,5,9,3,,"0",1,"",94063,"Redwood City"
"11/7/2014",71,60,50,10,8,0,8,1,,"0",2,"Fog",94063,"Redwood City"
"11/8/2014",75,64,53,10,7,0,4,0,,"0",3,"Fog",94063,"Redwood City"
"11/9/2014",71,62,53,10,10,10,8,1,,"0",1,"",94063,"Redwood City"
"11/10/2014",66,60,53,10,7,0,9,2,,"0",6,"Fog",94063,"Redwood City"
"11/11/2014",66,60,55,10,10,10,10,3,,"0",6,"",94063,"Redwood City"
"11/12/2014",64,60,57,10,10,3,9,2,,"0.02",8,"Rain",94063,"Redwood City"
"11/13/2014",64,60,55,10,8,2,12,5,,"0",6,"Rain",94063,"Redwood City"
"11/14/2014",66,60,53,10,10,8,12,4,,"0",3,"",94063,"Redwood City"
"11/15/2014",66,58,50,10,10,10,108,5,20,"0",2,"",94063,"Redwood City"
"11/16/2014",62,56,51,10,10,10,8,1,,"0",2,"",94063,"Redwood City"
"11/17/2014",64,55,46,10,10,10,6,2,,"0",1,"",94063,"Redwood City"
"11/18/2014",64,56,48,10,10,10,6,1,,"0",3,"Rain",94063,"Redwood City"
"11/19/2014",64,60,55,10,10,7,14,2,20,"0",6,"Rain",94063,"Redwood City"
"11/20/2014",59,56,53,10,9,2,12,2,,"0",7,"Rain",94063,"Redwood City"
"11/21/2014",60,55,50,10,10,7,6,2,,"0",6,"",94063,"Redwood City"
"11/22/2014",66,60,55,10,9,2,16,6,22,"0",5,"Rain",94063,"Redwood City"
"11/23/2014",64,57,48,10,10,10,6,3,,"0",1,"",94063,"Redwood City"
"11/24/2014",64,54,44,10,10,10,6,1,,"0",0,"",94063,"Redwood City"
"11/25/2014",62,54,46,10,10,10,6,1,,"0",0,"",94063,"Redwood City"
"11/26/2014",66,56,46,10,8,5,6,1,,"0",0,"",94063,"Redwood City"
"11/27/2014",64,55,46,10,9,5,5,0,,"0",1,"",94063,"Redwood City"
"11/28/2014",62,53,44,10,7,0,10,2,,"0",6,"Fog",94063,"Redwood City"
"11/29/2014",64,60,55,10,10,6,8,4,,"0",7,"Rain",94063,"Redwood City"
"11/30/2014",59,55,51,10,9,2,12,1,,"0",6,"Rain",94063,"Redwood City"
"12/1/2014",64,58,53,10,9,6,7,1,,"0",6,"",94063,"Redwood City"
"12/2/2014",62,58,55,10,6,2,16,5,,"1.07",7,"Rain",94063,"Redwood City"
"12/3/2014",64,60,57,10,6,0,18,8,23,"0.09",7,"Rain",94063,"Redwood City"
"12/4/2014",68,62,55,10,9,0,9,3,,"0",6,"Fog-Rain",94063,"Redwood City"
"12/5/2014",66,60,55,10,9,2,13,3,17,"0",7,"Rain",94063,"Redwood City"
"12/6/2014",66,62,57,10,9,1,9,3,,"0.12",6,"Rain",94063,"Redwood City"
"12/7/2014",62,58,53,10,7,0,10,2,18,"0",4,"Fog",94063,"Redwood City"
"12/8/2014",66,60,53,10,10,8,10,2,,"0",4,"",94063,"Redwood City"
"12/9/2014",62,58,55,10,8,3,7,2,,"0",5,"",94063,"Redwood City"
"12/10/2014",66,60,55,10,8,4,23,4,36,"0",7,"",94063,"Redwood City"
"12/11/2014",64,57,50,10,6,1,28,16,36,"0.2",8,"Rain",94063,"Redwood City"
"12/12/2014",55,52,48,10,10,7,6,1,,"0",7,"Rain",94063,"Redwood City"
"12/13/2014",55,50,44,10,10,8,5,0,,"0",3,"",94063,"Redwood City"
"12/14/2014",60,53,46,10,9,5,10,1,,"0.08",6,"Rain",94063,"Redwood City"
"12/15/2014",55,52,50,10,7,2,17,7,28,"0.37",6,"Rain",94063,"Redwood City"
"12/16/2014",62,55,48,10,9,2,18,4,24,"0",5,"Rain",94063,"Redwood City"
"12/17/2014",57,52,46,10,9,3,12,3,17,"0.01",7,"Rain",94063,"Redwood City"
"12/18/2014",59,54,50,10,10,7,7,3,,"0",6,"",94063,"Redwood City"
"12/19/2014",57,55,53,10,9,2,16,6,16,"0",8,"Rain",94063,"Redwood City"
"12/20/2014",59,57,55,10,8,4,7,1,,"0",8,"Rain",94063,"Redwood City"
"12/21/2014",64,60,55,10,8,2,15,2,20,"0",7,"",94063,"Redwood City"
"12/22/2014",64,58,53,10,9,0,8,1,,"0",4,"Fog",94063,"Redwood City"
"12/23/2014",66,58,50,10,10,10,7,0,,"0",0,"",94063,"Redwood City"
"12/24/2014",59,54,48,10,7,0,28,4,33,"0",5,"Fog-Rain",94063,"Redwood City"
"12/25/2014",57,50,44,10,10,10,17,7,24,"0",0,"",94063,"Redwood City"
"12/26/2014",57,50,41,10,10,10,14,7,20,"0",0,"",94063,"Redwood City"
"12/27/2014",53,44,35,10,10,10,6,1,,"0",1,"",94063,"Redwood City"
"12/28/2014",57,49,41,10,10,7,7,1,,"0",1,"",94063,"Redwood City"
"12/29/2014",55,48,42,10,10,7,15,3,22,"0",1,"",94063,"Redwood City"
"12/30/2014",53,47,41,10,10,10,30,10,40,"0",1,"",94063,"Redwood City"
"12/31/2014",55,45,35,10,10,10,15,7,18,"0",0,"",94063,"Redwood City"
"9/1/2014",86,72,57,15,10,10,17,6,22,"0",0,"",94301,"Palo Alto"
"9/2/2014",75,66,57,10,10,5,21,10,,"0",1,"",94301,"Palo Alto"
"9/3/2014",77,70,62,15,12,10,18,8,,"0",2,"",94301,"Palo Alto"
"9/4/2014",77,70,64,15,9,5,17,9,,"0",3,"",94301,"Palo Alto"
"9/5/2014",75,68,62,10,8,7,15,8,,"0",3,"",94301,"Palo Alto"
"9/6/2014",75,68,62,20,8,6,17,7,,"0",2,"",94301,"Palo Alto"
"9/7/2014",73,66,60,15,10,7,17,10,,"0",2,"",94301,"Palo Alto"
"9/8/2014",69,64,59,15,10,7,21,10,,"0",2,"",94301,"Palo Alto"
"9/9/2014",75,66,57,10,10,7,13,7,,"0",2,"",94301,"Palo Alto"
"9/10/2014",82,71,60,10,8,5,13,6,,"0",1,"",94301,"Palo Alto"
"9/11/2014",84,72,59,20,12,5,16,8,,"0",1,"",94301,"Palo Alto"
"9/12/2014",80,70,59,20,9,5,12,6,,"0",1,"",94301,"Palo Alto"
"9/13/2014",78,70,62,15,9,6,17,6,24,"0",5,"",94301,"Palo Alto"
"9/14/2014",78,70,62,20,10,7,15,7,,"0",2,"",94301,"Palo Alto"
"9/15/2014",78,68,57,20,11,10,21,9,25,"0",2,"",94301,"Palo Alto"
"9/16/2014",82,68,53,15,12,10,18,8,,"0",1,"",94301,"Palo Alto"
"9/17/2014",82,72,62,10,10,10,14,7,24,"0",2,"",94301,"Palo Alto"
"9/18/2014",80,74,68,15,12,10,12,7,,"0",5,"",94301,"Palo Alto"
"9/19/2014",75,68,62,15,11,7,18,7,,"0",1,"",94301,"Palo Alto"
"9/20/2014",75,70,64,10,9,7,20,9,23,"0",3,"",94301,"Palo Alto"
"9/21/2014",75,70,64,10,10,10,18,10,,"0",3,"",94301,"Palo Alto"
"9/22/2014",75,70,64,20,13,10,17,7,24,"0",3,"",94301,"Palo Alto"
"9/23/2014",78,68,57,15,12,10,16,8,,"0",1,"",94301,"Palo Alto"
"9/24/2014",80,70,60,20,11,10,17,8,,"0",3,"",94301,"Palo Alto"
"9/25/2014",73,66,60,20,10,2,14,6,,"0",5,"Rain",94301,"Palo Alto"
"9/26/2014",73,64,55,20,13,10,21,9,24,"0",4,"",94301,"Palo Alto"
"9/27/2014",77,70,62,20,10,7,14,7,,"0",3,"",94301,"Palo Alto"
"9/28/2014",75,65,55,15,11,10,17,8,,"0",5,"",94301,"Palo Alto"
"9/29/2014",71,66,60,15,11,7,18,9,26,"0",2,"",94301,"Palo Alto"
"9/30/2014",73,64,55,15,12,10,14,7,,"0",1,"",94301,"Palo Alto"
"10/1/2014",86,70,53,10,10,10,13,5,,"0",0,"",94301,"Palo Alto"
"10/2/2014",91,71,51,10,10,10,10,4,,"0",0,"",94301,"Palo Alto"
"10/3/2014",93,74,55,,,,12,4,,"0",0,"",94301,"Palo Alto"
"10/4/2014",89,71,53,10,10,10,12,6,,"0",0,"",94301,"Palo Alto"
"10/5/2014",86,70,53,20,15,10,14,7,,"0",0,"",94301,"Palo Alto"
"10/6/2014",84,70,55,20,11,10,12,6,,"0",1,"",94301,"Palo Alto"
"10/7/2014",75,65,55,10,9,5,13,5,,"0",4,"",94301,"Palo Alto"
"10/8/2014",80,66,51,10,8,6,14,7,,"0",0,"",94301,"Palo Alto"
"10/9/2014",69,62,55,10,8,7,14,5,,"0",3,"",94301,"Palo Alto"
"10/10/2014",68,64,60,20,14,7,15,8,,"0",4,"",94301,"Palo Alto"
"10/11/2014",75,64,53,10,9,7,12,6,,"0",2,"",94301,"Palo Alto"
"10/12/2014",91,74,57,10,10,10,10,6,,"0",0,"",94301,"Palo Alto"
"10/13/2014",82,68,53,15,11,10,15,7,21,"0",0,"",94301,"Palo Alto"
"10/14/2014",73,66,60,10,10,7,14,7,23,"0",5,"",94301,"Palo Alto"
"10/15/2014",73,68,62,20,14,10,17,8,,"0",5,"",94301,"Palo Alto"
"10/16/2014",71,62,53,10,10,10,16,6,,"0",5,"",94301,"Palo Alto"
"10/17/2014",75,64,53,20,13,10,12,5,,"0",6,"",94301,"Palo Alto"
"10/18/2014",91,75,59,15,12,10,17,7,,"0",0,"",94301,"Palo Alto"
"10/19/2014",75,65,55,10,9,7,17,8,23,"0",1,"",94301,"Palo Alto"
"10/20/2014",69,64,59,15,10,3,15,8,,"0",5,"Rain",94301,"Palo Alto"
"10/21/2014",73,60,48,15,12,10,20,8,,"0",1,"",94301,"Palo Alto"
"10/22/2014",75,62,50,10,10,10,14,5,,"0",3,"",94301,"Palo Alto"
"10/23/2014",75,66,57,15,11,10,12,4,,"0",5,"",94301,"Palo Alto"
"10/24/2014",73,63,53,20,19,10,16,6,,"0",0,"",94301,"Palo Alto"
"10/25/2014",73,66,60,20,11,2,17,8,,"0",6,"Rain",94301,"Palo Alto"
"10/26/2014",69,61,53,20,14,10,18,9,,"0",1,"",94301,"Palo Alto"
"10/27/2014",69,58,48,15,11,10,15,6,,"0",3,"",94301,"Palo Alto"
"10/28/2014",73,60,46,10,10,10,13,6,,"0",0,"",94301,"Palo Alto"
"10/29/2014",77,64,51,10,10,10,10,4,,"0",0,"",94301,"Palo Alto"
"10/30/2014",75,65,55,12,10,10,14,6,,"0",6,"",94301,"Palo Alto"
"10/31/2014",62,60,57,10,8,2,9,7,,"0",7,"Rain",94301,"Palo Alto"
"11/1/2014",64,58,53,20,16,10,12,7,,"0",5,"",94301,"Palo Alto"
"11/2/2014",68,56,44,10,10,10,12,5,,"0",1,"",94301,"Palo Alto"
"11/3/2014",69,56,42,10,10,10,12,5,,"0",2,"",94301,"Palo Alto"
"11/4/2014",71,58,44,10,10,10,10,4,,"0",2,"",94301,"Palo Alto"
"11/5/2014",75,62,50,20,11,1,9,4,,"0",1,"",94301,"Palo Alto"
"11/6/2014",71,60,50,20,10,5,14,4,,"0",2,"",94301,"Palo Alto"
"11/7/2014",68,60,53,15,7,0,12,5,,"0",1,"Fog",94301,"Palo Alto"
"11/8/2014",71,60,50,20,7,0,9,2,,"0",3,"Fog",94301,"Palo Alto"
"11/9/2014",69,58,48,20,12,10,14,6,,"0",0,"",94301,"Palo Alto"
"11/10/2014",68,62,53,10,5,0,14,3,,"0",1,"Fog",94301,"Palo Alto"
"11/11/2014",68,59,50,15,11,10,13,6,,"0",6,"",94301,"Palo Alto"
"11/12/2014",66,62,59,10,10,10,10,5,,"0",6,"",94301,"Palo Alto"
"11/13/2014",68,64,57,10,10,10,12,8,,"0",5,"",94301,"Palo Alto"
"11/14/2014",66,58,50,10,10,10,12,4,,"0",4,"",94301,"Palo Alto"
"11/15/2014",66,58,50,10,10,10,16,7,,"0",4,"",94301,"Palo Alto"
"11/16/2014",64,57,50,10,10,10,14,5,,"0",7,"",94301,"Palo Alto"
"11/17/2014",66,55,44,10,10,10,14,7,,"0",2,"",94301,"Palo Alto"
"11/18/2014",66,55,44,20,10,7,9,5,,"0",7,"",94301,"Palo Alto"
"11/19/2014",68,64,57,15,10,2,17,12,26,"0",7,"Rain",94301,"Palo Alto"
"11/20/2014",60,58,55,10,6,2,9,5,,"0",8,"Rain",94301,"Palo Alto"
"11/21/2014",64,58,51,10,8,0,8,4,,"0",6,"",94301,"Palo Alto"
"11/22/2014",68,62,57,10,8,2,18,11,22,"0",5,"Rain",94301,"Palo Alto"
"11/23/2014",66,57,48,10,10,10,9,5,,"0",3,"",94301,"Palo Alto"
"11/24/2014",66,55,44,10,10,10,9,7,,"0",0,"",94301,"Palo Alto"
"11/25/2014",66,54,41,10,9,7,8,4,,"0",0,"",94301,"Palo Alto"
"11/26/2014",66,55,44,10,8,5,8,3,,"0",1,"",94301,"Palo Alto"
"11/27/2014",66,54,42,7,6,5,7,4,,"0",2,"",94301,"Palo Alto"
"11/28/2014",64,57,50,10,5,0,12,7,,"0",4,"Fog",94301,"Palo Alto"
"11/29/2014",64,60,55,20,11,3,12,9,,"0",6,"Rain",94301,"Palo Alto"
"11/30/2014",62,58,53,10,8,2,17,8,,"0",7,"Rain-Thunderstorm",94301,"Palo Alto"
"12/1/2014",68,60,53,20,11,10,9,4,,"0",5,"Fog",94301,"Palo Alto"
"12/2/2014",60,58,57,10,6,2,12,9,,"0",7,"Rain",94301,"Palo Alto"
"12/3/2014",64,62,57,10,7,2,23,13,25,"0",6,"Rain",94301,"Palo Alto"
"12/4/2014",69,63,57,10,9,7,10,7,,"0",5,"",94301,"Palo Alto"
